,key_and_mode,track_id,spotify_uri
1429,A minor,41601,spotify:track:2FOwnedhWyYBE7gH5mHHcn
1430,C Major,41602,spotify:track:5mKBX7FI3fM4xbbOEEc7rV
1431,G Major,41758,spotify:track:4g18IBwqllb59YflgUwyZI
1432,A minor,41971,spotify:track:3Xjls75XK5yyEUSZwTHtlG
1433,E minor,41974,spotify:track:5LhYErAC7t3dmHbyXjjSh4
1434,C Major,41975,spotify:track:3Dnn4G9z0VqWksQye13Cqe
1435,E Major,41976,spotify:track:1yaQKXL6qOOHFxAIgFWmfy
1436,D minor,41980,spotify:track:2ChrUAxmJR6P7hmf6Gayqr
1437,G Major,41981,spotify:track:5RPFmUSk4AfBjkA4k6heQA
1438,E Major,41982,spotify:track:24JlWuagilLWzT8iYTitgl
1439,E minor,41988,spotify:track:0oyRbvfmskrB63SaholF7q
1440,G# minor,42040,spotify:track:2KOGyQCCij8QSMjeyFzOr6
1441,A minor,42044,spotify:track:7wWCRITnreVbxVvqoCNZfl
1442,D Major,42047,spotify:track:2Qz059jHb8OZZ9cBW33X4p
1443,Bb minor,42055,spotify:track:6UE6ybs1ZmAQPY6xTmhKlm
1444,A minor,42056,spotify:track:2dNsFiaDAdqHaSfuIfVjFx
1445,G# minor,42057,spotify:track:2g5kb9X8DVtaw8goKbeAXl
1446,A minor,42058,spotify:track:0cj90dR9t5zmqgQBoLMjjn
1447,B Major,42059,spotify:track:4pYH96sBHXh8dN6ScRB0Qe
1448,E minor,42060,spotify:track:2RD1W0dZrzCYVdfaSYmIpa
1449,G# minor,42062,spotify:track:5kiKFQaKWP28JC7WZDkoFC
1450,G# minor,42064,spotify:track:4ym500fkQaQjlYVQyEi9rc
1451,A minor,42065,spotify:track:3i3ahVcma6mt7VB2ZMYD2v
1452,D Major,42312,spotify:track:4cB9uZKA8eKD6VC5vgM7H3
1453,G Major,42348,spotify:track:6SyTVA3273zE4BP2xQEBN3
1454,D Major,42349,spotify:track:0Ejdcp7hrxDPT6IGOirdgD
1455,C Major,42350,spotify:track:56XLk03exOYfUUM5qKqhMc
1456,A minor,42351,spotify:track:4BnVfEGSaWoRCOXJxi9V6Y
1457,E minor,42432,spotify:track:7gZqhXsaF2AYoRSO0JzoYQ
1458,A minor,42434,spotify:track:3dJFIKkd09FD6h7U7rlfEJ
1459,B minor,42657,spotify:track:7EeP2iLImj6LH4hOprtGGf
1460,C minor,42740,spotify:track:6xk93l8ODtxzj8oXzNRQBr
1461,F minor,42742,spotify:track:3gm7BvX1OMyH2fdffSYxyD
1462,D minor,42744,spotify:track:4qniN0rgoazGxgcclQWJDo
1463,D minor,42745,spotify:track:1IwcL1e3CFwgR29mUt42Au
1464,G# Major,42747,spotify:track:7gQqTW192bGShaR5zBnCcL
1465,A minor,42748,spotify:track:0UVJ1NrXb8fE6hLXzjZ27F
1466,E minor,42749,spotify:track:4z5wEexhxf4NkWRArMJUiU
1467,A minor,42750,spotify:track:6ir6BqEyRd6JRrehh5fuwM
1468,D Major,42756,spotify:track:0x9zJh1ipi3y8wQXx23AMO
1469,A Major,42757,spotify:track:01NQEnsZooCKtElqHPoRt4
1470,C Major,42758,spotify:track:5olEUf8XTDohXswEZtgeGg
1471,D Major,42803,spotify:track:1UNJ5NjOlNEgZyuG9p39hU
1472,E Major,42806,spotify:track:78GiFHDgzHKTUyGbfusZYJ
1473,D Major,42834,spotify:track:5v7iBu3kL0bwz9uvivXRk1
1474,E Major,42835,spotify:track:2qAKUuVDnS4B0yrP897sIP
1475,A Major,42836,spotify:track:2nv7btnL0pP3m1eVIU6bZC
1476,C Major,42837,spotify:track:2vRguHR2aRzmdmWj79YjnR
1477,C minor,43153,spotify:track:37WAq3p2QNmWUGgGlIZwoy
1478,A minor,43304,spotify:track:6crY3B8O8gXdCLu7iYDZdh
1479,G minor,43323,spotify:track:4bwtzB51uUvhR79qckjLii
1480,D# Major,43325,spotify:track:1x1pRtcbUTQv3s68mB2SKZ
1481,D# minor,43402,spotify:track:4ldO5DMYq2sUtKBkW6M0nB
1482,D# minor,43407,spotify:track:3yDsoY852EycQR07zNm2EE
1483,D# Major,43408,spotify:track:6n5HHA6iEEc0Kh21lrMVXQ
1484,G# Major,43411,spotify:track:5g4yR9W9NcN35Aoaw3HGAj
1485,E minor,43493,spotify:track:2bjDzxQrXiYD6kCB99ckzj
1486,C minor,43497,spotify:track:1jzkzKjerZG2OivAeu12kr
1487,A minor,43499,spotify:track:3Vbo3DK6wqNILf4LYWOj18
1488,D minor,43502,spotify:track:5si5WJYPs4NoOrw0W59Sms
1489,A Major,44099,spotify:track:7dwBO0JSHiDcdBnNsbrDaF
1490,D minor,44100,spotify:track:0hmJsvLcofJCIgS4SNvWkY
1491,G Major,44101,spotify:track:6VYsQfUQ9UW7eCRyBDBeRq
1492,G Major,44102,spotify:track:07cp3gw6TP1ecJ8NCsV3M4
1493,C Major,44103,spotify:track:6jTRBCJrHaV1xM45wiy6hF
1494,A Major,44105,spotify:track:6UVe7ycR5fuzNWDd1jsYJA
1495,A Major,44106,spotify:track:3llp50bMZj340eQeFlmsTs
1496,C# minor,44107,spotify:track:7hUlFxlkFoYVhbTlj1v8a2
1497,D Major,44108,spotify:track:7M0rcvvXqSkh8algjhF6gL
1498,C# minor,44109,spotify:track:0K2Ni53AobHdHtgpjPosHG
1499,C# Major,44126,spotify:track:12YiSnsYVsXAjBqUmcG38Y
1500,C# minor,44195,spotify:track:6FuKYSIwTpxLfc8inKCgaa
1501,G minor,44196,spotify:track:28ANHQYiwEv9DZPP6jYIyS
1502,G# minor,44197,spotify:track:2gqUQVyK9dbIOiEpF75uRL
1503,E minor,44198,spotify:track:13H2oSggTIsktFUaWxhpLU
1504,D minor,44207,spotify:track:5w0sZHRzZvwpzGTq72GtmD
1505,G minor,44277,spotify:track:4Mg3LTV0GTn04Ln8k92FGT
1506,D minor,44278,spotify:track:2jyE8jaAKBilApTkUhHli6
1507,Bb minor,44279,spotify:track:0DDiQnWaCJ9pAcS9twjbrK
1508,B minor,44282,spotify:track:11KRazfr27oKooieoeEqxT
1509,E minor,44283,spotify:track:0j7SWmrE3HZ5zy2ENsVOpq
1510,E minor,44285,spotify:track:0Z2Jzzn5NbjBwJZwQzEBDc
1511,F minor,44286,spotify:track:6cE2HnDaP5ioTY8qh1Kirc
1512,E minor,44401,spotify:track:2Q7xi7rcq7q9ES8Phcu9d0
1513,C minor,44423,spotify:track:4lqk7TRvwo4Aw9ztA6sVew
1514,G# minor,44799,spotify:track:4IDeFO2UP3dhwvHLvZh0e0
1515,F# minor,44801,spotify:track:2ZwvqGCUWhvnKIb2gG6zKx
1516,F minor,44821,spotify:track:1CiP9q94VykC9oKWEGPqD9
1517,C# minor,44822,spotify:track:7B8x72AFRYHxwKREsQn2YX
1518,G minor,44823,spotify:track:1NYrkBTwsLqrWwdJMmjcdX
1519,C# Major,44886,spotify:track:0igtuMbDHfSlrdg0spgNJk
1520,C# Major,44896,spotify:track:1Mnj4pvQeTMCPE8UBnS5nS
1521,A minor,44954,spotify:track:0wxznsA8xAI2WKSX85kp9Z
1522,D minor,45012,spotify:track:2eo0jPEG50YjfRQSIYirZK
1523,C Major,45060,spotify:track:5K9ZuKdqkECTOr49mNAT9e
1524,E minor,45099,spotify:track:0YYcU2ziCmFGnRjOD9yi2H
1525,D minor,45100,spotify:track:40F4kWV9vMTPqAU8w3G3E1
1526,A minor,45101,spotify:track:22t2KqRCinosTLEP9mJbcI
1527,Bb minor,45103,spotify:track:744KTXFFaoSlHLb61w7zSO
1528,Bb Major,45141,spotify:track:1z3SxqJZth2EAZzApZII9W
1529,D Major,45166,spotify:track:6K4CDtcp0CZVzxsvPl4OQk
1530,B Major,45275,spotify:track:1GUSoRZlAgOrepKTvE324D
1531,F Major,45320,spotify:track:6tVPeszgpKZENBjWGlrl96
1532,A minor,45331,spotify:track:43kx8XfGQ6ORMlY5OJlJQv
1533,G Major,45332,spotify:track:5vYe1g96HOP3w9GMsrkn7m
1534,A Major,45334,spotify:track:43pKbKLkCYe4OOFFV5GBGV
1535,G# Major,45513,spotify:track:7a8jerHj0MKpdrwCAhi9jd
1536,E minor,45514,spotify:track:7ghzulasxSoMXISrY6SOLn
1537,B minor,45515,spotify:track:0WNFTMFizf2AcDt68T2Dom
1538,C Major,45517,spotify:track:5Nj0q3CXB4zRgFAVRaZ4RY
1539,D Major,45518,spotify:track:4oUMnjgx5XUodCfQtB5NrC
1540,E Major,45519,spotify:track:17UTM4Q4VCjABLvbBoVYiC
1541,G Major,45520,spotify:track:1h4exsMu6mKCyPDRlfGvVy
1542,B minor,45521,spotify:track:2FEHdn8suJxjARMcJ4H01p
1543,D Major,45522,spotify:track:4jdpvJ8ZHsaQU1MoAjlqVY
1544,C Major,45523,spotify:track:5ZhI9UjjXOjt2ck2kILOEs
1545,E Major,45562,spotify:track:5ci0ZkwmPqW8vEoBAc79KI
1546,C# Major,45563,spotify:track:2Q7IvdyGCme4OgUkYyJKcE
1547,E minor,45565,spotify:track:0rKPSh9eivmtGKbDAWo7fR
1548,G minor,45566,spotify:track:26XpM1JlhfCJqZmSfL4LAW
1549,E minor,45567,spotify:track:4pxoF374ZiL9vgKSISCEme
1550,B Major,45568,spotify:track:1gJR2ypnP9iVMIVSU7ebQT
1551,C minor,46070,spotify:track:2rv28aDs6dOtF82hmoKgXD
1552,D minor,46088,spotify:track:6T4BDoo79o6lmLkfY2u3V1
1553,D minor,46091,spotify:track:29MuDhURkHjS5R4teJLBOT
1554,B minor,46126,spotify:track:0SElhkYln0S4htRuvmVI5F
1555,E Major,46129,spotify:track:7I1cgnPVrl9fOVJjU9sSxO
1556,E Major,46146,spotify:track:6QfsoowVxoFGiSvMJsMKyj
1557,A minor,46334,spotify:track:1E1b5JwfaZuajFPkG9asfC
1558,A minor,46339,spotify:track:4txZ8tUIWnmydmLYbsLnTT
1559,E Major,46362,spotify:track:5cMyO2wMPklGdlnYvZqJ7q
1560,C Major,46365,spotify:track:35g77Dvk22lfEiL1gF6qkI
1561,F# Major,46508,spotify:track:0QZAuQdSBBeJa3zUKhomva
1562,D minor,46514,spotify:track:40F4kWV9vMTPqAU8w3G3E1
1563,D Major,46546,spotify:track:3k4FqQYpaV69PppIoGI7QI
1564,D Major,46547,spotify:track:4jeDm3IYUJVoeQ8HlbxFlh
1565,G Major,46548,spotify:track:5tW6VHKkHaUnZ1sDyG05xI
1566,E Major,46549,spotify:track:3Xth1uscXNgtWFANdLMhbj
1567,C Major,46550,spotify:track:6YHl6uyv66TdvG6iOfyYNK
1568,C Major,46551,spotify:track:6HQ581GwmDu2mBJh9bM2Se
1569,G Major,46552,spotify:track:78UUNLw15L4VXTs9GN9CAk
1570,E Major,46553,spotify:track:331SJ5gWYUJodcP6t1NYNb
1571,C Major,46728,spotify:track:1vOizZDXGrEDrUe9AxLgeO
1572,C minor,46729,spotify:track:5n44PkjcHGWeqrU3hOVH19
1573,D minor,46735,spotify:track:0g0eQS6BXZ416u88r9q6Td
1574,B minor,46736,spotify:track:4KyHp88UEJLx0Y3m81eVTl
1575,A Major,46737,spotify:track:2zJCbFz6v5YvvkbNzImPSO
1576,C minor,46738,spotify:track:4jpgf1aJLDMt9MIuB1BJgJ
1577,F minor,46757,spotify:track:6bYyleEy81RHio4cLeI0vT
1578,A minor,46785,spotify:track:6MJ1J12XBM1qYWFW2T8k6i
1579,D Major,46786,spotify:track:26LQXxsuFuKknB1fTT04ct
1580,A Major,46787,spotify:track:1gZvSZcBHgINfNrPjHmoMd
1581,E minor,46788,spotify:track:6CL79KZ6W5FYSGuRJDlzJO
1582,C# Major,46789,spotify:track:7gYz5oJqFD0IDV9xFa0Ren
1583,D# minor,46790,spotify:track:69MHjzY6K2Ln1CGhPOGoao
1584,E minor,46791,spotify:track:6Ni0zE7pAVRbD62McnX0vb
1585,D Major,46793,spotify:track:1Bycn4HsKQMX1cYyWVdCEA
1586,G Major,46796,spotify:track:1zs8oHSC6wix3ifqyDtSbB
1587,C minor,46839,spotify:track:7A47ZBtEhktzHdmBtuv13h
1588,G Major,46841,spotify:track:0kyosvgeB5fYEg33P8OV7v
1589,B minor,46842,spotify:track:2PWnUck8Pe38CLxbEBrgUN
1590,E Major,46843,spotify:track:1NzHQSngLWSmlbs5vAeLlO
1591,A minor,46844,spotify:track:2fRsFciXeSPQUlNQ4BL1yv
1592,C minor,46845,spotify:track:4Yqb1tepkOkpbXBMKbvpb4
1593,E minor,46847,spotify:track:6psOvT9Lp7nRimJepblYHA
1594,A Major,46848,spotify:track:4clgkVpTpIIZX1wRSxTwex
1595,D Major,46850,spotify:track:4aqzXLpBFCsNubqG2cAxDD
1596,E minor,46852,spotify:track:349FdgCxLcdhHOWK7mOURF
1597,F Major,46853,spotify:track:7DHBdcMwOaP41XBDvrnqxg
1598,A minor,46854,spotify:track:3lkd3wjz6jCRX8YPzRIaw5
1599,F minor,46855,spotify:track:6VtiLzlD8m2slDJvS6vYXz
1600,C Major,46856,spotify:track:7o5PYUFMixS4CTghYDs1GK
1601,A minor,47023,spotify:track:6Yx0uI2KMaoQEh6x2ndMFN
1602,C Major,47035,spotify:track:0agBMBUIFgemqcwCkSyvMF
1603,E minor,47041,spotify:track:4m3SwZxWRG1FYZIaJQZR6c
1604,A minor,47042,spotify:track:2kVdUQuLPuERxUwuTwT4Hi
1605,F minor,47043,spotify:track:4AsbOAOrO0ROvyxN3yQ4MG
1606,E minor,47044,spotify:track:2wiRs3FUrF6wXeDpiT7Lh0
1607,C minor,47068,spotify:track:3mNywLTZ9Tb1zTyFvHTGun
1608,G# minor,47069,spotify:track:06POf7dmoQYk76JFkOpcFe
1609,F Major,47070,spotify:track:03s18fWizOi5sClNO9CmqN
1610,F minor,47071,spotify:track:6AicNPjzNc4ymSSm2AAwHo
1611,D minor,47072,spotify:track:2U704DVx1NBEUwMtPO8dKn
1612,D minor,47073,spotify:track:2JQQCCowxMHG8q7Oe34qVG
1613,C minor,47075,spotify:track:16dghFOzJSlaWv7tP3YMf0
1614,D minor,47076,spotify:track:3s5ezJKbRppPYNTyjTcuN0
1615,G minor,47077,spotify:track:0mkFpNW4cbTHwWhhqpzeWQ
1616,E Major,47237,spotify:track:56PF6B2pIdw7AxxLBpKuFI
1617,E Major,47238,spotify:track:79fMojivqqkQ1n2uIlstd8
1618,D Major,47240,spotify:track:1F4KtTyOxTxvkmDzjpXkKJ
1619,G Major,47242,spotify:track:7dbAFTVzWPRg12cGwq2Pnc
1620,E Major,47243,spotify:track:5lnbWLsAjWkQBCGAWF2LUG
1621,F Major,47245,spotify:track:7w12Mmrkldq2Dz0pD67tCR
1622,C Major,47343,spotify:track:5UKyYZwBenb1uuSH0RvcJi
1623,D# Major,47347,spotify:track:7m2NIq9gdyFCscQw9K8ZRI
1624,G Major,47365,spotify:track:20n3jOObaIX9FwIRsOAoBh
1625,G Major,47366,spotify:track:4Cjt1rltUKbp1AooddSTEF
1626,C Major,47368,spotify:track:43Q3DCYU7k5y1oTh9Df5df
1627,A Major,47369,spotify:track:4Q12syXjarvgFeJKwhsr2O
1628,D# Major,47371,spotify:track:3BeKnnUU1MA95ixfZCa2ft
1629,E minor,47454,spotify:track:2x3cXR0CcXsPpQbxBvQn4q
1630,Bb minor,47464,spotify:track:27ZPeujcyJdy4ecWG9SGd6
1631,D Major,47475,spotify:track:52FLsi41SmPN6P1sRLQYAD
1632,G minor,47477,spotify:track:61ZpOdKReDnzqV3wO9JB3R
1633,A Major,47478,spotify:track:25SzsHqWGw6KMUa4nxdKaQ
1634,D Major,47479,spotify:track:69eFJ1PgreSSybEJQh3n22
1635,C Major,47480,spotify:track:75nV5jHmpcws6pC1KQfBDn
1636,E Major,47481,spotify:track:7J83tDn6przYjNqW46FHMs
1637,E minor,47482,spotify:track:2N5KycsbfOGSX2gFALbL1T
1638,A Major,47483,spotify:track:0CVXOZ2GxlVDH7YOZk7vCw
1639,E minor,47515,spotify:track:5jtn5VtKifxX1i3tUkOwAF
1640,B Major,47559,spotify:track:425tJIGqQmeDviPxzmiJWM
1641,F minor,47562,spotify:track:1cZqBWtjcspoTrmKwpM46d
1642,D Major,47604,spotify:track:07rvgUG4SAHVRLFiEwYHtI
1643,F# Major,47609,spotify:track:31a2yZFwIeDYIP1ulpTGRa
1644,F# Major,47612,spotify:track:2NJJL4mGBu7Wv04RecQujm
1645,C Major,47661,spotify:track:5Wxbhj2B59K8QFL8mENvMP
1646,A Major,47662,spotify:track:38SldqGeODYUif7UK7RfBc
1647,D Major,47676,spotify:track:1ju9ouNIYZZ3cqpM4EhlqD
1648,A Major,47739,spotify:track:4HmtPuQBkAjSsbCoOAoCnB
1649,A minor,47740,spotify:track:3ffEmGCat4kmz40LukJNqt
1650,A minor,47742,spotify:track:4adcf32oz4gas3LP7zcn4Z
1651,C# Major,47767,spotify:track:2dastD9FMDXKp7lkxVBPiu
1652,G Major,47771,spotify:track:4tOVjS0bZh6tPwkQlc29rO
1653,B Major,47860,spotify:track:4HAuZ3iZibkvCEnHgIs7Ry
1654,F Major,47894,spotify:track:0OiKuQ4Y2OG8KpgU69V3AA
1655,D minor,47915,spotify:track:5NgA0B6kLBgQBg0vpQVM1b
1656,C minor,47916,spotify:track:2rv28aDs6dOtF82hmoKgXD
1657,C Major,47917,spotify:track:5WpiA8Dmy0B1rW6rV0wFbe
1658,Bb Major,47919,spotify:track:4oo0L7UNrXeahQILFcYfaG
1659,E minor,47920,spotify:track:1FGOT5CxhH0Dq91OaMUdpI
1660,Bb Major,47921,spotify:track:5Lmj1nEkyKxI3Po2a6Dmt3
1661,E minor,47922,spotify:track:5VN5VzMStGmn5vK6sZ0awX
1662,F Major,47923,spotify:track:00q0OI3VNhK5vmPeRl1Y1Z
1663,E minor,47924,spotify:track:4meCtjQbW8nrC7uE4Q1Vvn
1664,D minor,47955,spotify:track:7zyN2rZg2eJVeGnYePVZv4
1665,E Major,48002,spotify:track:60C3TtW5j9OikVKU9hagi5
1666,C Major,48003,spotify:track:4fjSNZVpd2CKbsrLOTJFjB
1667,C# Major,48006,spotify:track:0oH5utXmfOrGci1gi7DWl4
1668,E Major,48055,spotify:track:3Ns4PHgaLqiY6RUrwqs6cf
1669,F Major,48056,spotify:track:4ORyxqNjkHa52UMKkHriFY
1670,C minor,48057,spotify:track:4PoceMQnOKtUMWKAv5dC5p
1671,E minor,48058,spotify:track:6KjwsGgVfEp91TvjeKCYm5
1672,F Major,48059,spotify:track:7fHnbdfvWvwCfTaCUeSbig
1673,E Major,48060,spotify:track:21tRitPTOx2O5zZNVGeuT0
1674,G Major,48062,spotify:track:1HnJcvtuKYws5kGiqu813J
1675,A minor,48063,spotify:track:23hJu7swOZvq3CQLfSYmFP
1676,G minor,48119,spotify:track:0e7HiC1xVNPepJJz15tDCD
1677,C minor,48123,spotify:track:3wNCY1VMkorPEvhJTM6dH0
1678,G# minor,48125,spotify:track:0ZsPUkXBuHHoTOefU51Yqx
1679,D Major,48139,spotify:track:1uXpAmRp1I3bMhOEezA6QH
1680,G Major,48140,spotify:track:2cmYw12x7uiUGVqWFZnM81
1681,G Major,48141,spotify:track:5qBpnu8I3O11x9fGCPbFWL
1682,C Major,48142,spotify:track:4Ro7pZLT1OYlQRT4FwFwpC
1683,A Major,48143,spotify:track:3m1xaplEeMnhbaOovGzyAS
1684,D Major,48144,spotify:track:011vuQxtbl2wwKXGCqRdQK
1685,C Major,48145,spotify:track:0tHKeFFvJJlWRpDw9qCDMI
1686,G Major,48146,spotify:track:3kE2gp1JMFSY5HduNjESD1
1687,D# Major,48147,spotify:track:327eMBfFi7xjxVpo9QDSYH
1688,D Major,48148,spotify:track:0ongDrfNdszoFi7ivPy7Kc
1689,G Major,48149,spotify:track:3sIHKnXPJWY0UW7faj7MQ6
1690,B minor,48173,spotify:track:30KPVaDxBSiLvhaI416KzG
1691,D# Major,48175,spotify:track:7fR1bKhc5iK9qF5Te10mgK
1692,A minor,48176,spotify:track:4sUwGSAyoxciDEMrV1D5n6
1693,A Major,48177,spotify:track:1o86MjutDxJWfUDXmMjRlT
1694,D# minor,48178,spotify:track:0nyEsF89JTMNPdbSODE3S7
1695,Bb Major,48180,spotify:track:34E7QoX9Vvb7NU05ylrLKV
1696,G# minor,48182,spotify:track:0PJbNyQiAJc1vir2h3iihY
1697,C Major,48183,spotify:track:0tKP6wVHr5Hijw5dr8zs8p
1698,E minor,48184,spotify:track:30VvU2Xc9e7fySwcystAKh
1699,C minor,48185,spotify:track:5x3JsX1xUBCnur1H8tpQ2u
1700,C minor,48186,spotify:track:0E42UhQJNyeACf7p0LvpCY
1701,C Major,48187,spotify:track:6icyZ5fK2ljHZX40f47CrD
1702,Bb minor,48188,spotify:track:6RxufaBFzkNWN4irFEQa7I
1703,Bb minor,48189,spotify:track:3abqjjeTwm3N89eYBHNFdQ
1704,A minor,48194,spotify:track:5sbtJTTGIEGn2ZwJELTLZE
1705,F# minor,48195,spotify:track:0iSXrvQbKzxxeBEEsM7Vge
1706,C Major,48198,spotify:track:0E6aneLpnLX6MzkNs7XL26
1707,C Major,48199,spotify:track:5MPQanOnZqg1kKQGe2S5i4
1708,G minor,48202,spotify:track:50zNHh3M9pgv2A005wOIMs
1709,D minor,48203,spotify:track:6aMJxKT8aZNTIEgO8sOubR
1710,C# minor,48204,spotify:track:5M5zpyyOws4x5JZC81g5KE
1711,D minor,48205,spotify:track:7eML54cniZ2AgEfSRo9keC
1712,D# minor,48206,spotify:track:79dY8DGQm5c5JAe4gfEBhK
1713,C minor,48216,spotify:track:7fSBWPOYf89n5F1ffMwOCf
1714,E Major,48223,spotify:track:2Y7wyT8eh2ujR6XRDeta7C
1715,C Major,48241,spotify:track:3RTNpy5FOJ1yCP5MY1gMxw
1716,D# minor,48242,spotify:track:2TLJEycOjAtgBriVP5e7HA
1717,B minor,48243,spotify:track:2DCPemnuldSP4l4iU1csMl
1718,F# minor,48244,spotify:track:1Ioh3Y2FeGWzFhSR8mNdfU
1719,E minor,48245,spotify:track:7jumgG9PSWO0UFNYX8gI5x
1720,C Major,48247,spotify:track:2ovTzXC0JV3wYMm0e5WJmE
1721,E minor,48248,spotify:track:0LgshR6k27Z5gCIUa9hh6T
1722,D# Major,48249,spotify:track:3in30ESTCkD1xL17OPgicl
1723,D minor,48290,spotify:track:40F4kWV9vMTPqAU8w3G3E1
1724,G Major,48291,spotify:track:5YoULOh95Y93HfUIYwzRtB
1725,C Major,48293,spotify:track:1ba7LmrYEdJzn3uraxVM06
1726,G minor,48294,spotify:track:20Wo0dAQK9G9wgDMR0h7Ma
1727,D minor,48297,spotify:track:4bcWW511t690aWgLnqd8Xs
1728,A Major,48612,spotify:track:7x98mdqY1cZQmRTUtgMwen
1729,E Major,48615,spotify:track:5GgZZIy57VSBkVwMwtvn9a
1730,B minor,48616,spotify:track:0ZTtQ5mRkN5nOx8dtnxOjQ
1731,G minor,48618,spotify:track:6APWTFIdRdfMYwxkB1uR3J
1732,C Major,48619,spotify:track:0TmA9v7K5bUaturWRow9vz
1733,D minor,48620,spotify:track:4u6yrEJ0QxKsCPr9DiK2ww
1734,A minor,48621,spotify:track:3Ernx1hy9ehSCki0wARHKa
1735,B Major,48622,spotify:track:6lOR8K099YLyVIy6Vkk1wL
1736,F# Major,48789,spotify:track:3G4RcaE5cLyYT525dSNI72
1737,D Major,48957,spotify:track:5ImtiAGLebmLSsSbOeKvSW
1738,D Major,48961,spotify:track:6rKD48W9MSKbouXqGnIPoD
1739,C Major,48969,spotify:track:7qoriMKR3lG3ijvXTTyIpr
1740,A minor,49088,spotify:track:1fGztAdtKz3j7JjW25MZTT
1741,G minor,49090,spotify:track:0tWE0wOgnkayLealJlgmVY
1742,C# minor,49093,spotify:track:58lExCL9nnFf29aVtv4Y1T
1743,D minor,49097,spotify:track:414tfZUsL67a9aIiM81pIA
1744,D minor,49098,spotify:track:5fSyzALVOHs4vDknF5e8uE
1745,A minor,49132,spotify:track:3wcSzaZ9QXoQX0ESHSmFuk
1746,F Major,49296,spotify:track:3wm7RQq8D2WD5Wwyty9Uas
1747,G Major,49430,spotify:track:6Akim6SrfDJe39T4J1rKSE
1748,C Major,49438,spotify:track:2QO0fxdkqiAEui0RksmSsp
1749,D minor,49637,spotify:track:3IJjKNHhn7QqG8GSnmrW2v
1750,Bb minor,49638,spotify:track:7uBTQPcHWLcclsvgOTjcP2
1751,A minor,49639,spotify:track:7ltjyCYYGpakCccFDAOIYX
1752,E Major,49640,spotify:track:0b2jGQakVUo8V9RtrNDjNk
1753,A minor,49641,spotify:track:2lSia5GqZHQY3ZikVmAGfT
1754,E minor,49642,spotify:track:4AMPWRq80k70tqcRtgTOLj
1755,E minor,49643,spotify:track:6tGyLLqlH2V65KHh9g3xPY
1756,A Major,49830,spotify:track:5KEeTkoKTMvsg5v5F9RHGZ
1757,C Major,49831,spotify:track:1tOzGi2cjrBHggpa2w1Z8g
1758,C Major,49832,spotify:track:6K50OXwRzAkquBOzfvMJww
1759,A Major,49833,spotify:track:12z8CVSwJKqPe1EPm6ZCdT
1760,D minor,49836,spotify:track:7pK7C4qcGTNCyN8pr17QcM
1761,Bb Major,49837,spotify:track:0qXbPu82ercBSNf3BhDrEG
1762,C Major,49838,spotify:track:09HatdWo11Z3ACB6DRvLmj
1763,A minor,49842,spotify:track:43aLTOOa8MQowZBC2hSswz
1764,B Major,49847,spotify:track:5pQRRunISxqG9BYiT6EVZB
1765,D# Major,49848,spotify:track:1gGkF1ecBokgzZx1FWgWUl
1766,A Major,49849,spotify:track:1csrB5YY0EW33wW8UPj7PA
1767,E minor,50048,spotify:track:1WhWbNeTC62Tm3LwV8zQAH
1768,E minor,50049,spotify:track:2Log1lUfXEeeGN7sgfV7sw
1769,B minor,50051,spotify:track:6GDsMKaMFDR7m1OCF0ptgu
1770,D minor,50053,spotify:track:6T9AUg3fPQRjY8HXwhEwXi
1771,E minor,50054,spotify:track:1K6sqFQ9KL4tKU6xMOr5vJ
1772,D Major,50055,spotify:track:5BeU8v85bqS4yNK8xwFXCj
1773,E Major,50061,spotify:track:6msFY11kr1zRaueHCQqJPF
1774,E minor,50092,spotify:track:18CUbmhdqI61FlQtrsqY26
1775,G Major,50096,spotify:track:7rBgGRTG7sYHXbSNJlx549
1776,E Major,50099,spotify:track:2E4iEZxGNCELV8ByA2gbAN
1777,D minor,50267,spotify:track:6DKyKVCNxLdSvxkodi2AQR
1778,E minor,50272,spotify:track:1RmZNab55cnLPmsVSwBWwG
1779,D Major,50282,spotify:track:7ygKsWHFftxA4EjGPZDDwb
1780,B Major,50298,spotify:track:3kE3ORs9sswCEKWUhyjAUk
1781,D# Major,50370,spotify:track:4gFaDSzDe8qHfRNanTkNlF
1782,C Major,50419,spotify:track:6nk1yg47cwHd62vY8tPMYn
1783,C Major,50423,spotify:track:1Hub5VReCAlNaWZA9nLNYO
1784,G minor,50424,spotify:track:3HESHSsi3TuKifdwjh3RRE
1785,A minor,50450,spotify:track:5b774NxC4ov0juyyD7hG3d
1786,B minor,50451,spotify:track:5jYVNuvo97TIaRCW4zcSFB
1787,G# minor,50453,spotify:track:3a72gKSURhV1UQriVGpfLh
1788,Bb Major,50454,spotify:track:415AK1WL38xRS139AL4qCt
1789,A minor,50455,spotify:track:0d8Ehck7WAl259Aw1V0ZSO
1790,F# minor,50456,spotify:track:5HO8b15curlyBuKHmXqYYt
1791,C# minor,50457,spotify:track:5eONDfWJlfi6yuBiLyxO88
1792,G Major,50464,spotify:track:4JZMDFgM5b2MwsQLwjsBHW
1793,C Major,50539,spotify:track:2kEIIzyLjptxBtogRQ7F1K
1794,D Major,50544,spotify:track:3HhUcCjoWN9WfnFsAkoNjC
1795,D minor,50595,spotify:track:5QcPL8cAmbmlrrbCWBaHq9
